OrderNumber,CustomerName,State,TaxRate,ProductType,Area,CostPerSquareFoot,LaborCostPerSquareFoot,MaterialCost,LaborCost,Tax,Total,OrderDate
329062,Louisville Llama Farm,AK,1.76,Wood,180060.00,12.50,9.25,2250750.00,1665555.00,68926.97,3985231.97,07-17-1940
329114,Alex Trebek,HI,4.35,Marble,95263.00,88.73,34.25,8452685.99,3262757.75,509621.80,12225065.54,07-17-1940
329137,Adams# Douglas,RI,7,Trampoline,186009.00,20.78,13.33,3865267.02,2479499.97,444133.69,6788900.68,07-17-1940
329154,Jaden Smith,RI,7,Bamboo,58141.00,18.50,9.25,1075608.50,537804.25,112938.89,1726351.64,07-17-1940
329163,The Boring Company,WY,9.46,Asphalt,170994.00,10.78,13.33,1843315.32,2279350.02,390004.14,4512669.48,07-17-1940
329231,Apple,TX,8.19,Mosaic Tile,129863.00,18.50,49.25,2402465.50,6395752.75,720574.07,9518792.32,07-17-1940
329297,Alex Trebek,HI,4.35,Laminate,32767.00,4.50,9.80,147451.50,321116.60,20382.71,488950.81,07-17-1940
329316,Alphabet,WY,9.46,Carpet,221487.00,12.50,6.30,2768587.50,1395368.10,393910.20,4557865.80,07-17-1940
329319,Charles Babbage,XX,9.46,Dirt,11588.00,0.78,3.33,9038.64,38588.04,4505.48,52132.16,07-17-1940
329407,Charles Darwin,AK,1.76,Bamboo,1666.00,18.50,9.25,30821.00,15410.50,813.67,47045.17,07-17-1940
329412,Albert Einstein,OH,7.14,Straw,241913.00,1.80,3.25,435443.40,786217.25,87226.57,1308887.22,07-17-1940
329497,Louisville Llama Farm,XX,9.46,Mosaic Tile,213379.00,18.50,49.25,3947511.50,10508915.75,1367578.02,15824005.27,07-17-1940
218669,Ada Lovelace,TX,8.19,Tile,130070.00,1.50,14.30,195105.00,1860001.00,168313.18,2223419.18,07-20-1997
218715,Thomas J. Watson,HI,4.35,Disco Light Up Panels,278603.00,40.78,23.33,11361430.34,6499807.99,776963.87,18638202.20,07-20-1997
218781,Monty Hall,ZZ,9.46,Wood,96987.00,12.50,9.25,1212337.50,897129.75,199555.60,2309022.85,07-20-1997
218782,Adams# Douglas,OH,7.14,Distressed Red Oak,10372.00,18.57,23.33,192608.04,241978.76,31029.50,465616.30,07-20-1997
218805,Monty Hall,TX,8.19,Trampoline,285150.00,20.78,13.33,5925417.00,3801049.50,796597.61,10523064.11,07-20-1997
218806,Grace Murray Hopper,RI,7,Marble,273751.00,88.73,34.25,24289926.23,9375971.75,2356612.86,36022510.84,07-20-1997
218844,Tractor Supply Co.,KY,6,Marble,213522.00,88.73,34.25,18945807.06,7313128.50,1575536.13,27834471.69,07-20-1997
218917,Charles Darwin,XX,9.46,Marble,26014.00,88.73,34.25,2308222.22,890979.50,302644.48,3501846.20,07-20-1997
219075,Adams# Douglas,TX,8.19,Marble,49363.00,88.73,34.25,4379978.99,1690682.75,497187.20,6567848.94,07-20-1997
219110,Adams# Douglas,II,9.46,Disco Light Up Panels,1136.00,40.78,23.33,46326.08,26502.88,6889.62,79718.58,07-20-1997
219159,Adams# Douglas,LO,9.46,Marble,224646.00,88.73,34.25,19932839.58,7694125.50,2613510.90,30240475.98,07-20-1997
219174,Apple,KY,6,Carpet,266405.00,12.50,6.30,3330062.50,1678351.50,300504.84,5308918.84,07-20-1997
219203,Adams# Douglas,RI,7,Laminate,141048.00,4.50,9.80,634716.00,1382270.40,141189.05,2158175.45,07-20-1997
219245,Microsoft# Inc.,II,9.46,Straw,172287.00,1.80,3.25,310116.60,559932.75,82306.67,952356.02,07-20-1997
219265,Monsters Inc.,TX,8.19,Bamboo,124954.00,18.50,9.25,2311649.00,1155824.50,283986.08,3751459.58,07-20-1997
219305,Alex Trebek,DN,9.46,Marble,17049.00,88.73,34.25,1512757.77,583928.25,198346.50,2295032.52,07-20-1997
219403,Steve Jobs,ZZ,9.46,Tile,111989.00,1.50,14.30,167983.50,1601442.70,167387.72,1936813.92,07-20-1997
219450,Alphabet,AK,1.76,Laminate,160359.00,4.50,9.80,721615.50,1571518.20,40359.15,2333492.85,07-20-1997
219490,Jean Ichbiah,AK,1.76,Dirt,4376.00,0.78,3.33,3413.28,14572.08,316.54,18301.90,07-20-1997
219521,Tractor Supply Co.,TX,8.19,Mosaic Tile,292511.00,18.50,49.25,5411453.50,14406166.75,1623063.10,21440683.35,07-20-1997
219523,Alphabet,DN,9.46,Dirt,191216.00,0.78,3.33,149148.48,636749.28,74345.93,860243.69,07-20-1997
219609,Jaden Smith,ZZ,9.46,Dirt,51901.00,0.78,3.33,40482.78,172830.33,20179.42,233492.53,07-20-1997
219679,Monsters Inc.,XX,9.46,Disco Light Up Panels,54146.00,40.78,23.33,2208073.88,1263226.18,328384.99,3799685.05,07-20-1997
219742,Steve Jobs,DN,9.46,Trampoline,258263.00,20.78,13.33,5366705.14,3442645.79,833364.60,9642715.53,07-20-1997
219825,Elon Musk,LO,9.46,Distressed Red Oak,208839.00,18.57,23.33,3878140.23,4872213.87,827783.50,9578137.60,07-20-1997
219858,Charles Babbage,XX,9.46,Asphalt,276903.00,10.78,13.33,2985014.34,3691116.99,631562.02,7307693.35,07-20-1997
219928,Elon Musk,II,9.46,Disco Light Up Panels,42056.00,40.78,23.33,1715043.68,981166.48,255061.48,2951271.64,07-20-1997
219995,Alan M. Galloway# Jr.,XX,9.46,Dirt,283051.00,0.78,3.33,220779.78,942559.83,110051.93,1273391.54,07-20-1997
220026,Steve Jobs,LO,9.46,Granite,221032.00,72.50,29.25,16024820.00,6465186.00,2127554.57,24617560.57,07-20-1997
220122,Jaden Smith,LO,9.46,Carpet,114167.00,12.50,6.30,1427087.50,719252.10,203043.73,2349383.33,07-20-1997
220131,Jean Ichbiah,OH,7.14,Distressed Red Oak,149803.00,18.57,23.33,2781841.71,3494903.99,448159.64,6724905.34,07-20-1997
220195,Adams# Douglas,OH,7.14,Wood,95538.00,12.50,9.25,1194225.00,883726.50,148365.74,2226317.24,07-20-1997
220238,Elon Musk,ZZ,9.46,Dirt,275968.00,0.78,3.33,215255.04,918973.44,107298.01,1241526.49,07-20-1997
220268,Charles Darwin,HI,4.35,Marble,108570.00,88.73,34.25,9633416.10,3718522.50,580809.33,13932747.93,07-20-1997
220358,Penn Jillette,LO,9.46,Wood,24431.00,12.50,9.25,305387.50,225986.75,50268.00,581642.25,07-20-1997
220416,Alan M. Galloway# Sr.,WY,9.46,Granite,290622.00,72.50,29.25,21070095.00,8500693.50,2797396.59,32368185.09,07-20-1997
220464,Grace Murray Hopper,WY,9.46,Carpet,123038.00,12.50,6.30,1537975.00,775139.40,218820.62,2531935.02,07-20-1997
220555,Alphabet,TX,8.19,Tile,57782.00,1.50,14.30,86673.00,826282.60,74771.06,987726.66,07-20-1997
236434,Thurston Howell# III,WY,9.46,Carpet,255936.00,12.50,6.30,3199200.00,1612396.80,455177.06,5266773.86,07-20-2009
236482,Monsters Inc.,TX,8.19,Granite,199335.00,72.50,29.25,14451787.50,5830548.75,1661123.34,21943459.59,07-20-2009
236565,The Boring Company,ZZ,9.46,Disco Light Up Panels,49039.00,40.78,23.33,1999810.42,1144079.87,297412.02,3441302.31,07-20-2009
236621,Adams# Douglas,TX,8.19,Wood,213730.00,12.50,9.25,2671625.00,1977002.50,380722.59,5029350.09,07-20-2009
236628,Louisville Llama Farm,AK,1.76,Carpet,16924.00,12.50,6.30,211550.00,106621.20,5599.81,323771.01,07-20-2009
236695,Adams# Douglas,LO,9.46,Dirt,102583.00,0.78,3.33,80014.74,341601.39,39884.89,461501.02,07-20-2009
236709,Monsters Inc.,KY,6,Tile,277744.00,1.50,14.30,416616.00,3971739.20,263301.31,4651656.51,07-20-2009
236762,The Boring Company,II,9.46,Laminate,295722.00,4.50,9.80,1330749.00,2898075.60,400046.81,4628871.41,07-20-2009
236858,Steve Jobs,II,9.46,Tile,169929.00,1.50,14.30,254893.50,2429984.70,253989.48,2938867.68,07-20-2009
236937,Adams# Douglas,DN,9.46,Wood,248115.00,12.50,9.25,3101437.50,2295063.75,510509.02,5907010.27,07-20-2009
237013,Adams# Douglas,WY,9.46,Marble,187716.00,88.73,34.25,16656040.68,6429273.00,2183870.67,25269184.35,07-20-2009
237037,Bill Gates,TX,8.19,Marble,260228.00,88.73,34.25,23090030.44,8912809.00,2621032.55,34623871.99,07-20-2009
237107,Albert Einstein,WY,9.46,Dirt,226470.00,0.78,3.33,176646.60,754145.10,88052.89,1018844.59,07-20-2009
237163,Jean Ichbiah,HI,4.35,Mosaic Tile,61726.00,18.50,49.25,1141931.00,3040005.50,181914.24,4363850.74,07-20-2009
237228,Alan M. Galloway# Jr.,HI,4.35,Disco Light Up Panels,185346.00,40.78,23.33,7558409.88,4324122.18,516890.14,12399422.20,07-20-2009
237233,Penn Jillette,HI,4.35,Trampoline,134585.00,20.78,13.33,2796676.30,1794018.05,199695.20,4790389.55,07-20-2009
237280,Jean Ichbiah,LO,9.46,Distressed Red Oak,110241.00,18.57,23.33,2047175.37,2571922.53,436966.66,5056064.56,07-20-2009
237379,Bill Gates,OH,7.14,Granite,294202.00,72.50,29.25,21329645.00,8605408.50,2137362.82,32072416.32,07-20-2009
237384,Louisville Llama Farm,DN,9.46,Mosaic Tile,12442.00,18.50,49.25,230177.00,612768.50,79742.64,922688.14,07-20-2009
259154,Grace Murray Hopper,ZZ,9.46,Tile,298294.00,1.50,14.30,447441.00,4265604.20,445854.08,5158899.28,07-23-1959
259173,Bill Gates,OH,7.14,Straw,62704.00,1.80,3.25,112867.20,203788.00,22609.18,339264.38,07-23-1959
259256,Adams# Douglas,TX,8.19,Disco Light Up Panels,214153.00,40.78,23.33,8733159.34,4996189.49,1124433.67,14853782.50,07-23-1959
259276,Monty Hall,HI,4.35,Mosaic Tile,115530.00,18.50,49.25,2137305.00,5689852.50,340481.35,8167638.85,07-23-1959
259285,Alphabet,WY,9.46,Tile,12215.00,1.50,14.30,18322.50,174674.50,18257.52,211254.52,07-23-1959
259319,Louisville Llama Farm,XX,9.46,Marble,140383.00,88.73,34.25,12456183.59,4808117.75,1633202.91,18897504.25,07-23-1959
259364,Jean Ichbiah,WY,9.46,Granite,52209.00,72.50,29.25,3785152.50,1527113.25,502540.34,5814806.09,07-23-1959
259384,Jean Ichbiah,KY,6,Asphalt,27779.00,10.78,13.33,299457.62,370294.07,40185.10,709936.79,07-23-1959
259480,Tractor Supply Co.,HI,4.35,Tile,213944.00,1.50,14.30,320916.00,3059399.20,147043.71,3527358.91,07-23-1959
259518,Monsters Inc.,DN,9.46,Dirt,180241.00,0.78,3.33,140587.98,600202.53,70078.78,810869.29,07-23-1959
259585,Thurston Howell# III,XX,9.46,Carpet,90849.00,12.50,6.30,1135612.50,572348.70,161573.13,1869534.33,07-23-1959
259684,Charles Darwin,AK,1.76,Marble,128625.00,88.73,34.25,11412896.25,4405406.25,278402.12,16096704.62,07-23-1959
259726,Albert Einstein,TX,8.19,Carpet,201083.00,12.50,6.30,2513537.50,1266822.90,309611.52,4089971.92,07-23-1959
259793,Steve Jobs,WY,9.46,Dirt,141508.00,0.78,3.33,110376.24,471221.64,55019.16,636617.04,07-23-1959
259833,Thurston Howell# III,KY,6,Trampoline,131565.00,20.78,13.33,2733920.70,1753761.45,269260.93,4756943.08,07-23-1959
259872,Albert Einstein,RI,7,Asphalt,74110.00,10.78,13.33,798905.80,987886.30,125075.45,1911867.55,07-23-1959
259919,Elon Musk,HI,4.35,Laminate,251429.00,4.50,9.80,1131430.50,2464004.20,156401.41,3751836.11,07-23-1959
259975,Tractor Supply Co.,HI,4.35,Tile,177056.00,1.50,14.30,265584.00,2531900.80,121690.59,2919175.39,07-23-1959
260019,Alphabet,XX,9.46,Marble,246199.00,88.73,34.25,21845237.27,8432315.75,2864256.52,33141809.54,07-23-1959
260082,Thurston Howell# III,KY,6,Straw,82206.00,1.80,3.25,147970.80,267169.50,24908.42,440048.72,07-23-1959
260129,Monsters Inc.,WY,9.46,Asphalt,7213.00,10.78,13.33,77756.14,96149.29,16451.45,190356.88,07-23-1959
260202,Monty Hall,DN,9.46,Granite,88116.00,72.50,29.25,6388410.00,2577393.00,848164.96,9813967.96,07-23-1959
260227,Elon Musk,ZZ,9.46,Carpet,140238.00,12.50,6.30,1752975.00,883499.40,249410.48,2885884.88,07-23-1959
260290,Louisville Llama Farm,TX,8.19,Distressed Red Oak,23265.00,18.57,23.33,432031.05,542772.45,79836.41,1054639.91,07-23-1959
260327,Jean Ichbiah,OH,7.14,Laminate,236898.00,4.50,9.80,1066041.00,2321600.40,241877.60,3629519.00,07-23-1959
82285,Jean Ichbiah,ZZ,9.46,Asphalt,255273.00,10.78,13.33,2751842.94,3402789.09,582228.19,6736860.22,07-23-2027
82378,Albert Einstein,WY,9.46,Trampoline,51114.00,20.78,13.33,1062148.92,681349.62,164934.96,1908433.50,07-23-2027
82442,Monty Hall,WY,9.46,Wood,106367.00,12.50,9.25,1329587.50,983894.75,218855.42,2532337.67,07-23-2027
82504,Alex Trebek,OH,7.14,Marble,240274.00,88.73,34.25,21319512.02,8229384.50,2109791.21,31658687.73,07-23-2027
82511,Monsters Inc.,HI,4.35,Distressed Red Oak,255686.00,18.57,23.33,4748089.02,5965154.38,466026.09,11179269.49,07-23-2027
82606,Alan M. Galloway# Jr.,OH,7.14,Laminate,101183.00,4.50,9.80,455323.50,991593.40,103309.87,1550226.77,07-23-2027
82619,Albert Einstein,ZZ,9.46,Disco Light Up Panels,108623.00,40.78,23.33,4429645.94,2534174.59,658777.42,7622597.95,07-23-2027
82680,Alan M. Galloway# Sr.,AK,1.76,Laminate,179519.00,4.50,9.80,807835.50,1759286.20,45181.34,2612303.04,07-23-2027
82735,Louisville Llama Farm,DN,9.46,Straw,66492.00,1.80,3.25,119685.60,216099.00,31765.22,367549.82,07-23-2027
82826,Alan M. Galloway# Jr.,HI,4.35,Distressed Red Oak,128355.00,18.57,23.33,2383552.35,2994522.15,233946.24,5612020.74,07-23-2027
82884,Albert Einstein,WY,9.46,Trampoline,31450.00,20.78,13.33,653531.00,419228.50,101483.05,1174242.55,07-23-2027
82916,Alan M. Galloway# Sr.,ZZ,9.46,Bamboo,64408.00,18.50,9.25,1191548.00,595774.00,169080.66,1956402.66,07-23-2027
82933,Jaden Smith,HI,4.35,Dirt,100778.00,0.78,3.33,78606.84,335590.74,18017.59,432215.17,07-23-2027
83019,Microsoft# Inc.,RI,7,Mosaic Tile,187969.00,18.50,49.25,3477426.50,9257473.25,891442.98,13626342.73,07-23-2027
83054,Charles Babbage,II,9.46,Trampoline,34475.00,20.78,13.33,716390.50,459551.75,111244.14,1287186.39,07-23-2027
83133,Alex Trebek,HI,4.35,Dirt,167896.00,0.78,3.33,130958.88,559093.68,30017.29,720069.85,07-23-2027
83190,Alphabet,WY,9.46,Tile,227113.00,1.50,14.30,340669.50,3247715.90,339461.26,3927846.66,07-23-2027
83251,Alphabet,KY,6,Mosaic Tile,93190.00,18.50,49.25,1724015.00,4589607.50,378817.35,6692439.85,07-23-2027
83333,Adams# Douglas,KY,6,Carpet,297222.00,12.50,6.30,3715275.00,1872498.60,335266.42,5923040.02,07-23-2027
83344,Louisville Llama Farm,OH,7.14,Disco Light Up Panels,183899.00,40.78,23.33,7499401.22,4290363.67,841789.21,12631554.10,07-23-2027
83440,Adams# Douglas,DN,9.46,Distressed Red Oak,77405.00,18.57,23.33,1437410.85,1805858.65,306813.29,3550082.79,07-23-2027
83503,Charles Darwin,AK,1.76,Tile,71262.00,1.50,14.30,106893.00,1019046.60,19816.54,1145756.14,07-23-2027
83559,Adams# Douglas,DN,9.46,Asphalt,49852.00,10.78,13.33,537404.56,664527.16,113702.74,1315634.46,07-23-2027
339707,Bill Gates,KY,6,Disco Light Up Panels,104187.00,40.78,23.33,4248745.86,2430682.71,400765.71,7080194.28,07-25-1998
339741,Charles Darwin,AK,1.76,Trampoline,200214.00,20.78,13.33,4160446.92,2668852.62,120195.67,6949495.21,07-25-1998
339789,Alex Trebek,ZZ,9.46,Carpet,109635.00,12.50,6.30,1370437.50,690700.50,194983.65,2256121.65,07-25-1998
339858,Monsters Inc.,II,9.46,Mosaic Tile,207521.00,18.50,49.25,3839138.50,10220409.25,1330033.22,15389580.97,07-25-1998
339883,The Boring Company,XX,9.46,Trampoline,139425.00,20.78,13.33,2897251.50,1858535.25,449897.43,5205684.18,07-25-1998
339917,Jean Ichbiah,DN,9.46,Laminate,234273.00,4.50,9.80,1054228.50,2295875.40,316919.83,3667023.73,07-25-1998
339936,Albert Einstein,XX,9.46,Asphalt,242756.00,10.78,13.33,2616909.68,3235937.48,553679.34,6406526.50,07-25-1998
339938,Monsters Inc.,HI,4.35,Tile,270201.00,1.50,14.30,405301.50,3863874.30,185709.15,4454884.95,07-25-1998
340008,Charles Darwin,ZZ,9.46,Wood,255369.00,12.50,9.25,3192112.50,2362163.25,525434.49,6079710.24,07-25-1998
340010,Jaden Smith,RI,7,Disco Light Up Panels,235436.00,40.78,23.33,9601080.08,5492721.88,1056566.14,16150368.10,07-25-1998
340053,The Boring Company,TX,8.19,Granite,169892.00,72.50,29.25,12317170.00,4969341.00,1415765.25,18702276.25,07-25-1998
340086,Microsoft# Inc.,TX,8.19,Distressed Red Oak,167061.00,18.57,23.33,3102322.77,3897533.13,573288.20,7573144.10,07-25-1998
340144,Albert Einstein,II,9.46,Disco Light Up Panels,198026.00,40.78,23.33,8075500.28,4619946.58,1200989.27,13896436.13,07-25-1998
340198,Penn Jillette,WY,9.46,Granite,70375.00,72.50,29.25,5102187.50,2058468.75,677398.08,7838054.33,07-25-1998
340249,Steve Jobs,TX,8.19,Marble,29352.00,88.73,34.25,2604402.96,1005306.00,295635.16,3905344.12,07-25-1998
340260,Steve Jobs,RI,7,Wood,276885.00,12.50,9.25,3461062.50,2561186.25,421557.41,6443806.16,07-25-1998
340338,Microsoft# Inc.,WY,9.46,Granite,32336.00,72.50,29.25,2344360.00,945828.00,311251.78,3601439.78,07-25-1998
340386,Elon Musk,KY,6,Carpet,109267.00,12.50,6.30,1365837.50,688382.10,123253.18,2177472.78,07-25-1998
340563,Grace Murray Hopper,WY,9.46,Wood,293488.00,12.50,9.25,3668600.00,2714764.00,603866.23,6987230.23,07-25-1998
340622,Apple,XX,9.46,Asphalt,56707.00,10.78,13.33,611301.46,755904.31,129337.67,1496543.44,07-25-1998
340675,Jean Ichbiah,LO,9.46,Straw,123447.00,1.80,3.25,222204.60,401202.75,58974.34,682381.69,07-25-1998
340736,Ada Lovelace,TX,8.19,Trampoline,13681.00,20.78,13.33,284291.18,182367.73,38219.36,504878.27,07-25-1998
340773,Alan M. Galloway# Jr.,XX,9.46,Straw,114547.00,1.80,3.25,206184.60,372277.75,54722.54,633184.89,07-25-1998
340810,Steve Jobs,KY,6,Granite,90939.00,72.50,29.25,6593077.50,2659965.75,555182.60,9808225.85,07-25-1998
340849,Penn Jillette,ZZ,9.46,Marble,247230.00,88.73,34.25,21936717.90,8467627.50,2876251.07,33280596.47,07-25-1998
340867,Ada Lovelace,OH,7.14,Bamboo,58407.00,18.50,9.25,1080529.50,540264.75,115724.71,1736518.96,07-25-1998
340953,Elon Musk,AK,1.76,Marble,235681.00,88.73,34.25,20911975.13,8072074.25,510119.27,29494168.65,07-25-1998
341097,Albert Einstein,AK,1.76,Mosaic Tile,72355.00,18.50,49.25,1338567.50,3563483.75,86276.10,4988327.35,07-25-1998
341192,Elon Musk,RI,7,Wood,151560.00,12.50,9.25,1894500.00,1401930.00,230750.10,3527180.10,07-25-1998
166882,Tractor Supply Co.,TX,8.19,Granite,62736.00,72.50,29.25,4548360.00,1835028.00,522799.48,6906187.48,07-25-2011
166953,Albert Einstein,WY,9.46,Tile,120269.00,1.50,14.30,180403.50,1719846.70,179763.67,2080013.87,07-25-2011
167032,Alan M. Galloway# Sr.,OH,7.14,Wood,70746.00,12.50,9.25,884325.00,654400.50,109865.00,1648590.50,07-25-2011
167048,Tractor Supply Co.,WY,9.46,Laminate,252994.00,4.50,9.80,1138473.00,2479341.20,342245.22,3960059.42,07-25-2011
167079,Ada Lovelace,ZZ,9.46,Asphalt,209164.00,10.78,13.33,2254787.92,2788156.12,477062.51,5520006.55,07-25-2011
167103,Microsoft# Inc.,XX,9.46,Tile,233588.00,1.50,14.30,350382.00,3340308.40,349139.31,4039829.71,07-25-2011
167118,Monsters Inc.,AK,1.76,Straw,223500.00,1.80,3.25,402300.00,726375.00,19864.68,1148539.68,07-25-2011
167188,Penn Jillette,KY,6,Asphalt,136237.00,10.78,13.33,1468634.86,1816039.21,197080.44,3481754.51,07-25-2011
167260,Ada Lovelace,II,9.46,Asphalt,245675.00,10.78,13.33,2648376.50,3274847.75,560337.01,6483561.26,07-25-2011
167297,Steve Jobs,AK,1.76,Wood,256385.00,12.50,9.25,3204812.50,2371561.25,98144.18,5674517.93,07-25-2011
167339,Alex Trebek,XX,9.46,Distressed Red Oak,113947.00,18.57,23.33,2115995.79,2658383.51,451656.28,5226035.58,07-25-2011
167432,Grace Murray Hopper,LO,9.46,Asphalt,111783.00,10.78,13.33,1205020.74,1490067.39,254955.34,2950043.47,07-25-2011
167448,Alan M. Galloway# Sr.,RI,7,Granite,84565.00,72.50,29.25,6130962.50,2473526.25,602314.21,9206802.96,07-25-2011
167486,Alex Trebek,TX,8.19,Wood,109060.00,12.50,9.25,1363250.00,1008805.00,194271.30,2566326.30,07-25-2011
167518,Grace Murray Hopper,KY,6,Granite,10766.00,72.50,29.25,780535.00,314905.50,65726.43,1161166.93,07-25-2011
167549,Adams# Douglas,ZZ,9.46,Distressed Red Oak,248300.00,18.57,23.33,4610931.00,5792839.00,984196.64,11387966.64,07-25-2011
167621,Jean Ichbiah,OH,7.14,Carpet,107282.00,12.50,6.30,1341025.00,675876.60,144006.77,2160908.37,07-25-2011
309099,Monsters Inc.,LO,9.46,Carpet,269576.00,12.50,6.30,3369700.00,1698328.80,479435.52,5547464.32,07-26-1996
309117,Monsters Inc.,WY,9.46,Trampoline,273668.00,20.78,13.33,5686821.04,3647994.44,883073.54,10217889.02,07-26-1996
309171,Charles Babbage,XX,9.46,Bamboo,160037.00,18.50,9.25,2960684.50,1480342.25,420121.13,4861147.88,07-26-1996
309238,Monty Hall,OH,7.14,Laminate,113.00,4.50,9.80,508.50,1107.40,115.38,1731.28,07-26-1996
309273,Charles Babbage,OH,7.14,Bamboo,234369.00,18.50,9.25,4335826.50,2167913.25,464367.02,6968106.77,07-26-1996
309363,Alan M. Galloway# Sr.,HI,4.35,Tile,216388.00,1.50,14.30,324582.00,3094348.40,148723.47,3567653.87,07-26-1996
309438,Tractor Supply Co.,XX,9.46,Distressed Red Oak,58585.00,18.57,23.33,1087923.45,1366788.05,232215.71,2686927.21,07-26-1996
309501,Charles Babbage,II,9.46,Tile,6524.00,1.50,14.30,9786.00,93293.20,9751.29,112830.49,07-26-1996
309571,Apple,II,9.46,Disco Light Up Panels,282579.00,40.78,23.33,11523571.62,6592568.07,1713786.81,19829926.50,07-26-1996
309652,Charles Darwin,ZZ,9.46,Granite,151394.00,72.50,29.25,10976065.00,4428274.50,1457250.52,16861590.02,07-26-1996
309680,Microsoft# Inc.,LO,9.46,Asphalt,293894.00,10.78,13.33,3168177.32,3917607.02,670315.20,7756099.54,07-26-1996
309729,Adams# Douglas,ZZ,9.46,Marble,191821.00,88.73,34.25,17020277.33,6569869.25,2231627.87,25821774.45,07-26-1996
309796,Steve Jobs,HI,4.35,Distressed Red Oak,236805.00,18.57,23.33,4397468.85,5524660.65,431612.63,10353742.13,07-26-1996
309825,Apple,KY,6,Straw,100835.00,1.80,3.25,181503.00,327713.75,30553.01,539769.76,07-26-1996
309919,Monsters Inc.,WY,9.46,Mosaic Tile,199426.00,18.50,49.25,3689381.00,9821730.50,1278151.15,14789262.65,07-26-1996
309976,Alex Trebek,KY,6,Disco Light Up Panels,118216.00,40.78,23.33,4820848.48,2757979.28,454729.67,8033557.43,07-26-1996
310040,Alan M. Galloway# Sr.,ZZ,9.46,Carpet,175879.00,12.50,6.30,2198487.50,1108037.70,312797.28,3619322.48,07-26-1996
310089,Thurston Howell# III,II,9.46,Straw,7295.00,1.80,3.25,13131.00,23708.75,3485.04,40324.79,07-26-1996
310170,Louisville Llama Farm,WY,9.46,Carpet,247106.00,12.50,6.30,3088825.00,1556767.80,439473.08,5085065.88,07-26-1996
310217,Steve Jobs,HI,4.35,Wood,77615.00,12.50,9.25,970187.50,717938.75,73433.49,1761559.74,07-26-1996
310257,Thurston Howell# III,DN,9.46,Asphalt,181314.00,10.78,13.33,1954564.92,2416915.62,413542.06,4785022.60,07-26-1996
310350,Grace Murray Hopper,WY,9.46,Marble,154917.00,88.73,34.25,13745785.41,5305907.25,1802290.13,20853982.79,07-26-1996
310395,Steve Jobs,II,9.46,Trampoline,26550.00,20.78,13.33,551709.00,353911.50,85671.70,991292.20,07-26-1996
310493,Louisville Llama Farm,TX,8.19,Trampoline,9119.00,20.78,13.33,189492.82,121556.27,25474.92,336524.01,07-26-1996
310580,Alex Trebek,HI,4.35,Laminate,237814.00,4.50,9.80,1070163.00,2330577.20,147932.20,3548672.40,07-26-1996
310593,Charles Darwin,WY,9.46,Mosaic Tile,45726.00,18.50,49.25,845931.00,2252005.50,293064.79,3391001.29,07-26-1996
310690,The Boring Company,II,9.46,Mosaic Tile,122583.00,18.50,49.25,2267785.50,6037212.75,785652.83,9090651.08,07-26-1996
310855,Adams# Douglas,II,9.46,Straw,114912.00,1.80,3.25,206841.60,373464.00,54896.91,635202.51,07-26-1996
310899,Bill Gates,ZZ,9.46,Trampoline,292421.00,20.78,13.33,6076508.38,3897971.93,943585.84,10918066.15,07-26-1996
